Key,FullKey,C_Site,Hist,Behavior,CPC2024B,CPC2025B,CPC2026A
82573,C67182573,C671,8257,3,3,3,3
82602,C67182602,C671,8260,2,9,3,3
82603,C67182603,C671,8260,3,1,3,3
82612,C67182612,C671,8261,2,1,1,1
82613,C67182613,C671,8261,3,1,1,1
82623,C67182623,C671,8262,3,9,1,1
82632,C67182632,C671,8263,2,9,1,1
82633,C67182633,C671,8263,3,9,1,1
82653,C67182653,C671,8265,3,9,3,3
82703,C67182703,C671,8270,3,9,3,3
82723,C67182723,C671,8272,3,9,3,3
82733,C67182733,C671,8273,3,9,3,3
82803,C67182803,C671,8280,3,9,3,3
82813,C67182813,C671,8281,3,9,3,3
82903,C67182903,C671,8290,3,9,3,3
83003,C67183003,C671,8300,3,9,3,3
83102,C67183102,C671,8310,2,9,3,3
83103,C67183103,C671,8310,3,1,1,1
83113,C67183113,C671,8311,3,9,3,3
83122,C67183122,C671,8312,2,9,3,3
83123,C67183123,C671,8312,3,9,3,3
83133,C67183133,C671,8313,3,9,3,3
83143,C67183143,C671,8314,3,9,3,3
83153,C67183153,C671,8315,3,9,3,3
83173,C67183173,C671,8317,3,9,3,3
83183,C67183183,C671,8318,3,9,3,3
83193,C67183193,C671,8319,3,9,3,3
83202,C67183202,C671,8320,2,9,3,3
83203,C67183203,C671,8320,3,1,3,3
83223,C67183223,C671,8322,3,9,3,3
83233,C67183233,C671,8323,3,3,1,1
83303,C67183303,C671,8330,3,9,3,3
83313,C67183313,C671,8331,3,9,3,3
83323,C67183323,C671,8332,3,9,3,3
83333,C67183333,C671,8333,3,9,3,3
83353,C67183353,C671,8335,3,9,3,3
83373,C67183373,C671,8337,3,9,3,3
83393,C67183393,C671,8339,3,9,3,3
83402,C67183402,C671,8340,2,9,3,3
83403,C67183403,C671,8340,3,9,3,3
83413,C67183413,C671,8341,3,9,3,3
83423,C67183423,C671,8342,3,9,3,3
83433,C67183433,C671,8343,3,9,3,3
83443,C67183443,C671,8344,3,9,3,3
83453,C67183453,C671,8345,3,9,3,3
83463,C67183463,C671,8346,3,9,3,3
83473,C67183473,C671,8347,3,9,3,3
83503,C67183503,C671,8350,3,9,3,3
83703,C67183703,C671,8370,3,9,3,3
83802,C67183802,C671,8380,2,9,3,3
83803,C67183803,C671,8380,3,9,1,1
83813,C67183813,C671,8381,3,9,3,3
83823,C67183823,C671,8382,3,9,3,3
83833,C67183833,C671,8383,3,9,3,3
83843,C67183843,C671,8384,3,9,3,3
83903,C67183903,C671,8390,3,9,3,3
84003,C67184003,C671,8400,3,9,3,3
84013,C67184013,C671,8401,3,9,3,3
84023,C67184023,C671,8402,3,9,3,3
84033,C67184033,C671,8403,3,9,3,3
84063,C67184063,C671,8406,3,9,3,3
84073,C67184073,C671,8407,3,9,3,3
84083,C67184083,C671,8408,3,9,3,3
84092,C67184092,C671,8409,2,9,3,3
84093,C67184093,C671,8409,3,9,3,3
84103,C67184103,C671,8410,3,9,3,3
84133,C67184133,C671,8413,3,9,3,3
84203,C67184203,C671,8420,3,9,3,3
84303,C67184303,C671,8430,3,9,3,3
84403,C67184403,C671,8440,3,9,3,3
84412,C67184412,C671,8441,2,9,3,3
84503,C67184503,C671,8450,3,9,3,3
84523,C67184523,C671,8452,3,9,3,3
84532,C67184532,C671,8453,2,9,3,3
84533,C67184533,C671,8453,3,9,3,3
84552,C67184552,C671,8455,2,9,3,3
84553,C67184553,C671,8455,3,9,3,3
84602,C67184602,C671,8460,2,9,3,3
84603,C67184603,C671,8460,3,9,3,3
84702,C67184702,C671,8470,2,9,3,3
84703,C67184703,C671,8470,3,9,1,1
84713,C67184713,C671,8471,3,9,3,3
84743,C67184743,C671,8474,3,9,3,3
84803,C67184803,C671,8480,3,1,1,1
84813,C67184813,C671,8481,3,1,2,2
84823,C67184823,C671,8482,3,9,3,3
84903,C67184903,C671,8490,3,1,1,1
85002,C67185002,C671,8500,2,9,3,3
85003,C67185003,C671,8500,3,9,3,3
85012,C67185012,C671,8501,2,9,3,3
85013,C67185013,C671,8501,3,9,3,3
85023,C67185023,C671,8502,3,9,3,3
85032,C67185032,C671,8503,2,9,3,3
85033,C67185033,C671,8503,3,9,3,3
85042,C67185042,C671,8504,2,9,3,3
85043,C67185043,C671,8504,3,9,3,3
85072,C67185072,C671,8507,2,9,3,3
85073,C67185073,C671,8507,3,9,3,3
85083,C67185083,C671,8508,3,9,3,3
85092,C67185092,C671,8509,2,9,3,3
85093,C67185093,C671,8509,3,9,3,3
85103,C67185103,C671,8510,3,1,3,3
85123,C67185123,C671,8512,3,9,3,3
85133,C67185133,C671,8513,3,9,3,3
85143,C67185143,C671,8514,3,9,3,3
85192,C67185192,C671,8519,2,9,3,3
85202,C67185202,C671,8520,2,9,3,3
85203,C67185203,C671,8520,3,9,3,3
85213,C67185213,C671,8521,3,9,3,3
85222,C67185222,C671,8522,2,9,3,3
85223,C67185223,C671,8522,3,9,3,3
85233,C67185233,C671,8523,3,9,3,3
85243,C67185243,C671,8524,3,9,3,3
85253,C67185253,C671,8525,3,9,3,3
85303,C67185303,C671,8530,3,9,3,3
85403,C67185403,C671,8540,3,9,3,3
85413,C67185413,C671,8541,3,9,3,3
85423,C67185423,C671,8542,3,9,3,3
85433,C67185433,C671,8543,3,9,3,3
85503,C67185503,C671,8550,3,9,3,3
85513,C67185513,C671,8551,3,9,3,3
85523,C67185523,C671,8552,3,9,3,3
85623,C67185623,C671,8562,3,9,3,3
85703,C67185703,C671,8570,3,9,3,3
85713,C67185713,C671,8571,3,9,3,3
85723,C67185723,C671,8572,3,9,3,3
85733,C67185733,C671,8573,3,9,3,3
85763,C67185763,C671,8576,3,1,2,2
85803,C67185803,C671,8580,3,9,3,3
85813,C67185813,C671,8581,3,9,3,3
85823,C67185823,C671,8582,3,9,3,3
85833,C67185833,C671,8583,3,9,3,3
85843,C67185843,C671,8584,3,9,3,3
85853,C67185853,C671,8585,3,9,3,3
85863,C67185863,C671,8586,3,9,3,3
85883,C67185883,C671,8588,3,9,3,3
85893,C67185893,C671,8589,3,9,3,3
86003,C67186003,C671,8600,3,9,3,3
86203,C67186203,C671,8620,3,9,3,3
86303,C67186303,C671,8630,3,9,3,3
86313,C67186313,C671,8631,3,9,3,3
86343,C67186343,C671,8634,3,9,3,3
86403,C67186403,C671,8640,3,9,3,3
86503,C67186503,C671,8650,3,9,3,3
86703,C67186703,C671,8670,3,9,3,3
86803,C67186803,C671,8680,3,1,1,1
86813,C67186813,C671,8681,3,9,3,3
86823,C67186823,C671,8682,3,9,3,3
86903,C67186903,C671,8690,3,9,3,3
86913,C67186913,C671,8691,3,9,3,3
86923,C67186923,C671,8692,3,9,3,3
86933,C67186933,C671,8693,3,9,1,1
87103,C67187103,C671,8710,3,9,3,3
87203,C67187203,C671,8720,3,9,1,1
87213,C67187213,C671,8721,3,9,1,1
87223,C67187223,C671,8722,3,9,3,3
87233,C67187233,C671,8723,3,9,3,3
87283,C67187283,C671,8728,3,9,3,3
87303,C67187303,C671,8730,3,9,3,3
87403,C67187403,C671,8740,3,9,3,3
87412,C67187412,C671,8741,2,9,3,3
87413,C67187413,C671,8741,3,9,3,3
87422,C67187422,C671,8742,2,9,3,3
87423,C67187423,C671,8742,3,9,3,3
87433,C67187433,C671,8743,3,9,3,3
87443,C67187443,C671,8744,3,9,3,3
87453,C67187453,C671,8745,3,9,3,3
87463,C67187463,C671,8746,3,9,1,1
87613,C67187613,C671,8761,3,9,3,3
87703,C67187703,C671,8770,3,9,3,3
87713,C67187713,C671,8771,3,9,3,3
87723,C67187723,C671,8772,3,9,3,3
87733,C67187733,C671,8773,3,9,3,3
87743,C67187743,C671,8774,3,9,3,3
87803,C67187803,C671,8780,3,9,3,3
88003,C67188003,C671,8800,3,1,1,1
88013,C67188013,C671,8801,3,1,1,1
88023,C67188023,C671,8802,3,1,2,2
88033,C67188033,C671,8803,3,1,2,2
88043,C67188043,C671,8804,3,1,2,2
88053,C67188053,C671,8805,3,1,3,3
88063,C67188063,C671,8806,3,1,2,2
88103,C67188103,C671,8810,3,1,2,2
88113,C67188113,C671,8811,3,1,2,2
88123,C67188123,C671,8812,3,9,3,3
88133,C67188133,C671,8813,3,1,3,3
88143,C67188143,C671,8814,3,1,2,2
88153,C67188153,C671,8815,3,1,2,2
88253,C67188253,C671,8825,3,1,2,2
88303,C67188303,C671,8830,3,1,3,3
88533,C67188533,C671,8853,3,9,3,3
88553,C67188553,C671,8855,3,9,3,3
88573,C67188573,C671,8857,3,9,3,3
88903,C67188903,C671,8890,3,1,1,1
88913,C67188913,C671,8891,3,1,1,1
88943,C67188943,C671,8894,3,1,3,3
88953,C67188953,C671,8895,3,1,3,3
88963,C67188963,C671,8896,3,1,1,1
89003,C67189003,C671,8900,3,1,1,1
89013,C67189013,C671,8901,3,1,2,2
89023,C67189023,C671,8902,3,1,3,3
89103,C67189103,C671,8910,3,1,1,1
89123,C67189123,C671,8912,3,1,2,2
89203,C67189203,C671,8920,3,1,2,2
89213,C67189213,C671,8921,3,1,2,2
89303,C67189303,C671,8930,3,9,3,3
89313,C67189313,C671,8931,3,9,3,3
89333,C67189333,C671,8933,3,9,3,3
89343,C67189343,C671,8934,3,9,3,3
89363,C67189363,C671,8936,3,9,3,3
89403,C67189403,C671,8940,3,9,3,3
89413,C67189413,C671,8941,3,9,3,3
89503,C67189503,C671,8950,3,1,3,3
89513,C67189513,C671,8951,3,1,3,3
89593,C67189593,C671,8959,3,9,3,3
89603,C67189603,C671,8960,3,9,3,3
89643,C67189643,C671,8964,3,9,3,3
89703,C67189703,C671,8970,3,9,3,3
89713,C67189713,C671,8971,3,9,3,3
89723,C67189723,C671,8972,3,9,3,3
89733,C67189733,C671,8973,3,9,3,3
89803,C67189803,C671,8980,3,1,3,3
89813,C67189813,C671,8981,3,1,3,3
89823,C67189823,C671,8982,3,1,3,3
89833,C67189833,C671,8983,3,9,3,3
89903,C67189903,C671,8990,3,1,2,2
89913,C67189913,C671,8991,3,1,3,3
90003,C67190003,C671,9000,3,9,3,3
90143,C67190143,C671,9014,3,9,3,3
90153,C67190153,C671,9015,3,9,3,3
90203,C67190203,C671,9020,3,9,3,3
90443,C67190443,C671,9044,3,9,3,3
90453,C67190453,C671,9045,3,9,3,3
90502,C67190502,C671,9050,2,9,3,3
90503,C67190503,C671,9050,3,9,3,3
90513,C67190513,C671,9051,3,9,3,3
90523,C67190523,C671,9052,3,9,3,3
90533,C67190533,C671,9053,3,9,3,3
90603,C67190603,C671,9060,3,9,3,3
90612,C67190612,C671,9061,2,9,3,3
90623,C67190623,C671,9062,3,9,3,3
90633,C67190633,C671,9063,3,9,3,3
90642,C67190642,C671,9064,2,9,3,3
90643,C67190643,C671,9064,3,9,3,3
90653,C67190653,C671,9065,3,9,3,3
90702,C67190702,C671,9070,2,9,3,3
90703,C67190703,C671,9070,3,9,3,3
90712,C67190712,C671,9071,2,9,3,3
90713,C67190713,C671,9071,3,9,3,3
90723,C67190723,C671,9072,3,9,3,3
90802,C67190802,C671,9080,2,9,3,3
90803,C67190803,C671,9080,3,9,3,3
90813,C67190813,C671,9081,3,9,3,3
90823,C67190823,C671,9082,3,9,3,3
90833,C67190833,C671,9083,3,9,3,3
90843,C67190843,C671,9084,3,9,3,3
90853,C67190853,C671,9085,3,9,3,3
90863,C67190863,C671,9086,3,9,3,3
90903,C67190903,C671,9090,3,9,3,3
91013,C67191013,C671,9101,3,9,3,3
91023,C67191023,C671,9102,3,9,3,3
91043,C67191043,C671,9104,3,9,3,3
91053,C67191053,C671,9105,3,9,3,3
91103,C67191103,C671,9110,3,9,1,1
91113,C67191113,C671,9111,3,9,3,3
91243,C67191243,C671,9124,3,9,3,3
91303,C67191303,C671,9130,3,9,3,3
91373,C67191373,C671,9137,3,9,3,3
91503,C67191503,C671,9150,3,9,3,3
91703,C67191703,C671,9170,3,9,3,3
91743,C67191743,C671,9174,3,9,3,3
91813,C67191813,C671,9181,3,9,3,3
91823,C67191823,C671,9182,3,9,3,3
91833,C67191833,C671,9183,3,9,3,3
91843,C67191843,C671,9184,3,9,3,3
91853,C67191853,C671,9185,3,9,3,3
91863,C67191863,C671,9186,3,9,3,3
91873,C67191873,C671,9187,3,9,3,3
91923,C67191923,C671,9192,3,9,3,3
91933,C67191933,C671,9193,3,9,3,3
91943,C67191943,C671,9194,3,9,3,3
91953,C67191953,C671,9195,3,9,3,3
92213,C67192213,C671,9221,3,9,3,3
92223,C67192223,C671,9222,3,9,3,3
92303,C67192303,C671,9230,3,9,3,3
92423,C67192423,C671,9242,3,9,3,3
92433,C67192433,C671,9243,3,9,3,3
92503,C67192503,C671,9250,3,9,3,3
92513,C67192513,C671,9251,3,9,3,3
92523,C67192523,C671,9252,3,9,3,3
92613,C67192613,C671,9261,3,9,3,3
92703,C67192703,C671,9270,3,9,3,3
92903,C67192903,C671,9290,3,9,3,3
93023,C67193023,C671,9302,3,9,3,3
93103,C67193103,C671,9310,3,9,3,3
93123,C67193123,C671,9312,3,9,3,3
93303,C67193303,C671,9330,3,9,3,3
93413,C67193413,C671,9341,3,9,3,3
93423,C67193423,C671,9342,3,9,3,3
93623,C67193623,C671,9362,3,9,3,3
93653,C67193653,C671,9365,3,9,3,3
93663,C67193663,C671,9366,3,9,3,3
93703,C67193703,C671,9370,3,9,3,3
93713,C67193713,C671,9371,3,9,3,3
93723,C67193723,C671,9372,3,9,3,3
93803,C67193803,C671,9380,3,9,3,3
93813,C67193813,C671,9381,3,9,3,3
93823,C67193823,C671,9382,3,9,3,3
93853,C67193853,C671,9385,3,9,3,3
93903,C67193903,C671,9390,3,9,3,3
93913,C67193913,C671,9391,3,9,3,3
93923,C67193923,C671,9392,3,9,3,3
93933,C67193933,C671,9393,3,9,3,3
93953,C67193953,C671,9395,3,9,3,3
93963,C67193963,C671,9396,3,9,3,3
94003,C67194003,C671,9400,3,9,3,3
94013,C67194013,C671,9401,3,9,3,3
94103,C67194103,C671,9410,3,9,3,3
94113,C67194113,C671,9411,3,9,3,3
94203,C67194203,C671,9420,3,9,3,3
94213,C67194213,C671,9421,3,9,3,3
94233,C67194233,C671,9423,3,9,3,3
94243,C67194243,C671,9424,3,9,3,3
94253,C67194253,C671,9425,3,9,3,3
94303,C67194303,C671,9430,3,9,3,3
94403,C67194403,C671,9440,3,3,3,3
94413,C67194413,C671,9441,3,3,3,3
94423,C67194423,C671,9442,3,3,3,3
94453,C67194453,C671,9445,3,9,3,3
94503,C67194503,C671,9450,3,9,3,3
94513,C67194513,C671,9451,3,9,3,3
94603,C67194603,C671,9460,3,9,3,3
94703,C67194703,C671,9470,3,9,3,3
94713,C67194713,C671,9471,3,9,3,3
94723,C67194723,C671,9472,3,9,3,3
94733,C67194733,C671,9473,3,9,3,3
94743,C67194743,C671,9474,3,9,3,3
94753,C67194753,C671,9475,3,9,3,3
94763,C67194763,C671,9476,3,9,3,3
94773,C67194773,C671,9477,3,9,3,3
94783,C67194783,C671,9478,3,9,3,3
94803,C67194803,C671,9480,3,9,3,3
94903,C67194903,C671,9490,3,9,3,3
95003,C67195003,C671,9500,3,9,3,3
95013,C67195013,C671,9501,3,9,3,3
95023,C67195023,C671,9502,3,9,3,3
95033,C67195033,C671,9503,3,9,3,3
95043,C67195043,C671,9504,3,9,3,3
95053,C67195053,C671,9505,3,9,3,3
95083,C67195083,C671,9508,3,9,3,3
95093,C67195093,C671,9509,3,9,3,3
95103,C67195103,C671,9510,3,9,3,3
95113,C67195113,C671,9511,3,9,3,3
95123,C67195123,C671,9512,3,9,3,3
95133,C67195133,C671,9513,3,9,3,3
95203,C67195203,C671,9520,3,9,3,3
95213,C67195213,C671,9521,3,9,3,3
95223,C67195223,C671,9522,3,9,3,3
95233,C67195233,C671,9523,3,9,3,3
95303,C67195303,C671,9530,3,9,3,3
95383,C67195383,C671,9538,3,9,3,3
95393,C67195393,C671,9539,3,9,3,3
95603,C67195603,C671,9560,3,9,3,3
95613,C67195613,C671,9561,3,9,3,3
95713,C67195713,C671,9571,3,9,3,3
95803,C67195803,C671,9580,3,9,3,3
95903,C67195903,C671,9590,3,1,1,1
95913,C67195913,C671,9591,3,1,1,1
95963,C67195963,C671,9596,3,1,1,1
96543,C67196543,C671,9654,3,1,1,1
96613,C67196613,C671,9661,3,1,1,1
96623,C67196623,C671,9662,3,1,1,1
96643,C67196643,C671,9664,3,1,1,1
96653,C67196653,C671,9665,3,1,1,1
96673,C67196673,C671,9667,3,1,1,1
96703,C67196703,C671,9670,3,1,1,1
96713,C67196713,C671,9671,3,1,1,1
96733,C67196733,C671,9673,3,1,1,1
96753,C67196753,C671,9675,3,1,1,1
96793,C67196793,C671,9679,3,3,3,3
96803,C67196803,C671,9680,3,1,1,1
96843,C67196843,C671,9684,3,1,1,1
96873,C67196873,C671,9687,3,1,1,1
96893,C67196893,C671,9689,3,3,3,3
96903,C67196903,C671,9690,3,1,1,1
96913,C67196913,C671,9691,3,1,1,1
96953,C67196953,C671,9695,3,1,1,1
96983,C67196983,C671,9698,3,1,1,1
96993,C67196993,C671,9699,3,1,1,1
97023,C67197023,C671,9702,3,1,1,1
97053,C67197053,C671,9705,3,1,1,1
97123,C67197123,C671,9712,3,1,1,1
97143,C67197143,C671,9714,3,1,1,1
97153,C67197153,C671,9715,3,1,1,1
97163,C67197163,C671,9716,3,3,3,3
97243,C67197243,C671,9724,3,1,1,1
97273,C67197273,C671,9727,3,1,1,1
97283,C67197283,C671,9728,3,1,1,1
97293,C67197293,C671,9729,3,1,1,1
97313,C67197313,C671,9731,3,3,3,3
97323,C67197323,C671,9732,3,3,3,3
97343,C67197343,C671,9734,3,1,1,1
97353,C67197353,C671,9735,3,1,1,1
97373,C67197373,C671,9737,3,1,1,1
97383,C67197383,C671,9738,3,1,1,1
97403,C67197403,C671,9740,3,1,1,1
97413,C67197413,C671,9741,3,3,3,3
97423,C67197423,C671,9742,3,3,3,3
97493,C67197493,C671,9749,3,1,1,1
97503,C67197503,C671,9750,3,1,1,1
97543,C67197543,C671,9754,3,1,1,1
97553,C67197553,C671,9755,3,1,1,1
97563,C67197563,C671,9756,3,1,1,1
97573,C67197573,C671,9757,3,1,1,1
97583,C67197583,C671,9758,3,1,1,1
97593,C67197593,C671,9759,3,1,1,1
97613,C67197613,C671,9761,3,3,3,3
97663,C67197663,C671,9766,3,1,1,1
98003,C67198003,C671,9800,3,3,3,3
98013,C67198013,C671,9801,3,3,3,3
98063,C67198063,C671,9806,3,3,3,3
98073,C67198073,C671,9807,3,3,3,3
98083,C67198083,C671,9808,3,3,3,3
98093,C67198093,C671,9809,3,3,3,3
98113,C67198113,C671,9811,3,1,1,1
98123,C67198123,C671,9812,3,1,1,1
98133,C67198133,C671,9813,3,1,1,1
98143,C67198143,C671,9814,3,1,1,1
98153,C67198153,C671,9815,3,1,1,1
98163,C67198163,C671,9816,3,1,1,1
98173,C67198173,C671,9817,3,1,1,1
98183,C67198183,C671,9818,3,1,1,1
98193,C67198193,C671,9819,3,1,1,1
98203,C67198203,C671,9820,3,3,3,3
98233,C67198233,C671,9823,3,1,1,1
98263,C67198263,C671,9826,3,3,3,3
98313,C67198313,C671,9831,3,3,3,3
98323,C67198323,C671,9832,3,3,3,3
98333,C67198333,C671,9833,3,3,3,3
98343,C67198343,C671,9834,3,3,3,3
98373,C67198373,C671,9837,3,1,1,1
98403,C67198403,C671,9840,3,3,3,3
98603,C67198603,C671,9860,3,3,3,3
98613,C67198613,C671,9861,3,3,3,3
98633,C67198633,C671,9863,3,3,3,3
98653,C67198653,C671,9865,3,3,3,3
98663,C67198663,C671,9866,3,3,3,3
98673,C67198673,C671,9867,3,3,3,3
98693,C67198693,C671,9869,3,3,3,3
98703,C67198703,C671,9870,3,3,3,3
98713,C67198713,C671,9871,3,3,3,3
98723,C67198723,C671,9872,3,3,3,3
98733,C67198733,C671,9873,3,3,3,3
98743,C67198743,C671,9874,3,3,3,3
98753,C67198753,C671,9875,3,3,3,3
98763,C67198763,C671,9876,3,3,3,3
98773,C67198773,C671,9877,3,3,3,3
98783,C67198783,C671,9878,3,3,3,3
98793,C67198793,C671,9879,3,3,3,3
98913,C67198913,C671,9891,3,3,3,3
98953,C67198953,C671,9895,3,3,3,3
98963,C67198963,C671,9896,3,3,3,3
98973,C67198973,C671,9897,3,3,3,3
98983,C67198983,C671,9898,3,3,3,3
99103,C67199103,C671,9910,3,3,3,3
99113,C67199113,C671,9911,3,3,3,3
99123,C67199123,C671,9912,3,3,3,3
99203,C67199203,C671,9920,3,3,3,3
99303,C67199303,C671,9930,3,1,1,1
99313,C67199313,C671,9931,3,3,3,3
99403,C67199403,C671,9940,3,3,3,3
99453,C67199453,C671,9945,3,3,3,3
99463,C67199463,C671,9946,3,3,3,3
99483,C67199483,C671,9948,3,3,3,3
99503,C67199503,C671,9950,3,3,3,3
99613,C67199613,C671,9961,3,3,3,3
99623,C67199623,C671,9962,3,3,3,3
99633,C67199633,C671,9963,3,3,3,3
99643,C67199643,C671,9964,3,3,3,3
99653,C67199653,C671,9965,3,3,3,3
99663,C67199663,C671,9966,3,3,3,3
99673,C67199673,C671,9967,3,3,3,3
99683,C67199683,C671,9968,3,3,3,3
99713,C67199713,C671,9971,3,1,1,1
99753,C67199753,C671,9975,3,3,3,3
99823,C67199823,C671,9982,3,3,3,3
99833,C67199833,C671,9983,3,3,3,3
99863,C67199863,C671,9986,3,3,3,3
99893,C67199893,C671,9989,3,3,3,3
99913,C67199913,C671,9991,3,3,3,3
99923,C67199923,C671,9992,3,3,3,3
99933,C67199933,C671,9993,3,3,3,3
80003,C67280003,C672,8000,3,1,1,1
80013,C67280013,C672,8001,3,1,1,1
80023,C67280023,C672,8002,3,1,1,1
80033,C67280033,C672,8003,3,1,1,1
80043,C67280043,C672,8004,3,1,1,1
80053,C67280053,C672,8005,3,1,1,1
80102,C67280102,C672,8010,2,1,2,2
80103,C67280103,C672,8010,3,1,1,1
80113,C67280113,C672,8011,3,1,3,3
80123,C67280123,C672,8012,3,1,3,3
80133,C67280133,C672,8013,3,1,1,1
80143,C67280143,C672,8014,3,1,3,3
80153,C67280153,C672,8015,3,1,3,3
80203,C67280203,C672,8020,3,1,1,1
80213,C67280213,C672,8021,3,1,3,3
80223,C67280223,C672,8022,3,1,2,2
80302,C67280302,C672,8030,2,9,3,3
80303,C67280303,C672,8030,3,1,1,1
80313,C67280313,C672,8031,3,1,1,1
80323,C67280323,C672,8032,3,1,3,3
80333,C67280333,C672,8033,3,1,3,3
80343,C67280343,C672,8034,3,1,3,3
80353,C67280353,C672,8035,3,1,2,2
80412,C67280412,C672,8041,2,9,3,3
80413,C67280413,C672,8041,3,1,1,1
80433,C67280433,C672,8043,3,1,3,3
80453,C67280453,C672,8045,3,9,1,1
80502,C67280502,C672,8050,2,1,3,3
80503,C67280503,C672,8050,3,1,3,3
80512,C67280512,C672,8051,2,9,3,3
80513,C67280513,C672,8051,3,1,1,1
80522,C67280522,C672,8052,2,1,3,3
80523,C67280523,C672,8052,3,1,3,3
80702,C67280702,C672,8070,2,1,1,1
80703,C67280703,C672,8070,3,1,1,1
80712,C67280712,C672,8071,2,9,3,3
80713,C67280713,C672,8071,3,1,1,1
80723,C67280723,C672,8072,3,1,3,3
80733,C67280733,C672,8073,3,1,3,3
80743,C67280743,C672,8074,3,1,1,1
80753,C67280753,C672,8075,3,1,3,3
80762,C67280762,C672,8076,2,1,3,3
80763,C67280763,C672,8076,3,1,3,3
80772,C67280772,C672,8077,2,9,3,3
80783,C67280783,C672,8078,3,1,3,3
80802,C67280802,C672,8080,2,9,3,3
80812,C67280812,C672,8081,2,9,3,3
80823,C67280823,C672,8082,3,9,1,1
80832,C67280832,C672,8083,2,9,3,3
80843,C67280843,C672,8084,3,9,3,3
80853,C67280853,C672,8085,3,9,1,1
80863,C67280863,C672,8086,3,9,1,1
80903,C67280903,C672,8090,3,9,3,3
80913,C67280913,C672,8091,3,9,3,3
80923,C67280923,C672,8092,3,9,3,3
80933,C67280933,C672,8093,3,9,3,3
80943,C67280943,C672,8094,3,9,3,3
80953,C67280953,C672,8095,3,9,3,3
80973,C67280973,C672,8097,3,9,3,3
80983,C67280983,C672,8098,3,9,3,3
81003,C67281003,C672,8100,3,9,3,3
81023,C67281023,C672,8102,3,9,3,3
81032,C67281032,C672,8103,2,9,3,3
81033,C67281033,C672,8103,3,9,3,3
81103,C67281103,C672,8110,3,9,3,3
81202,C67281202,C672,8120,2,1,1,1
81203,C67281203,C672,8120,3,1,1,1
81213,C67281213,C672,8121,3,1,3,3
81222,C67281222,C672,8122,2,9,3,3
81223,C67281223,C672,8122,3,1,1,1
81232,C67281232,C672,8123,2,9,3,3
81233,C67281233,C672,8123,3,1,3,3
81243,C67281243,C672,8124,3,1,3,3
81302,C67281302,C672,8130,2,1,1,1
81303,C67281303,C672,8130,3,1,1,1
81313,C67281313,C672,8131,3,1,1,1
81402,C67281402,C672,8140,2,1,1,1
81403,C67281403,C672,8140,3,1,1,1
81413,C67281413,C672,8141,3,1,3,3
81423,C67281423,C672,8142,3,9,3,3
81433,C67281433,C672,8143,3,1,3,3
81443,C67281443,C672,8144,3,9,1,1
81453,C67281453,C672,8145,3,9,3,3
81473,C67281473,C672,8147,3,1,3,3
81482,C67281482,C672,8148,2,9,3,3
81503,C67281503,C672,8150,3,9,3,3
81513,C67281513,C672,8151,3,9,3,3
81523,C67281523,C672,8152,3,9,3,3
81533,C67281533,C672,8153,3,9,3,3
81543,C67281543,C672,8154,3,9,1,1
81553,C67281553,C672,8155,3,9,3,3
81563,C67281563,C672,8156,3,9,3,3
81583,C67281583,C672,8158,3,9,3,3
81603,C67281603,C672,8160,3,9,3,3
81613,C67281613,C672,8161,3,9,3,3
81623,C67281623,C672,8162,3,9,3,3
81632,C67281632,C672,8163,2,9,3,3
81633,C67281633,C672,8163,3,9,3,3
81703,C67281703,C672,8170,3,9,3,3
81713,C67281713,C672,8171,3,9,3,3
81723,C67281723,C672,8172,3,9,3,3
81733,C67281733,C672,8173,3,9,3,3
81743,C67281743,C672,8174,3,9,3,3
81753,C67281753,C672,8175,3,9,3,3
81803,C67281803,C672,8180,3,9,3,3
81903,C67281903,C672,8190,3,9,3,3
82003,C67282003,C672,8200,3,9,3,3
82012,C67282012,C672,8201,2,9,3,3
82013,C67282013,C672,8201,3,9,3,3
82102,C67282102,C672,8210,2,9,1,1
82103,C67282103,C672,8210,3,9,1,1
82112,C67282112,C672,8211,2,9,1,1
82113,C67282113,C672,8211,3,9,3,3
82132,C67282132,C672,8213,2,9,3,3
82133,C67282133,C672,8213,3,9,3,3
82143,C67282143,C672,8214,3,9,3,3
82153,C67282153,C672,8215,3,9,3,3
82203,C67282203,C672,8220,3,9,3,3
82213,C67282213,C672,8221,3,9,3,3
82302,C67282302,C672,8230,2,1,3,3
82303,C67282303,C672,8230,3,1,2,2
82313,C67282313,C672,8231,3,1,3,3
82403,C67282403,C672,8240,3,9,1,1
82413,C67282413,C672,8241,3,9,3,3
82423,C67282423,C672,8242,3,9,3,3
82433,C67282433,C672,8243,3,9,3,3
82453,C67282453,C672,8245,3,9,3,3
82463,C67282463,C672,8246,3,9,1,1
82473,C67282473,C672,8247,3,9,3,3
82493,C67282493,C672,8249,3,9,1,1
82502,C67282502,C672,8250,2,9,3,3
82503,C67282503,C672,8250,3,9,3,3
82513,C67282513,C672,8251,3,9,3,3
82523,C67282523,C672,8252,3,9,3,3
82532,C67282532,C672,8253,2,9,3,3
82533,C67282533,C672,8253,3,3,3,3
82543,C67282543,C672,8254,3,3,3,3
82553,C67282553,C672,8255,3,3,3,3
82563,C67282563,C672,8256,3,3,3,3
82573,C67282573,C672,8257,3,3,3,3
82602,C67282602,C672,8260,2,9,3,3
82603,C67282603,C672,8260,3,1,3,3
